念	思
能言巧辩	巧舌如簧
心血来潮	灵机一动
远而避之	退避三舍
脱颖而出	锋芒毕露
心有灵犀	心心相印
远见卓识	真知灼见
远近闻名	赫赫有名
心有余悸	心惊肉跳
心余力绌	力不从心
心猿意马	三翻四复
心猿意马	犹豫不决
其实难副	名实相副
哀鸿遍野	百孔千疮
能言巧辩	贫嘴薄舌
心悦诚服	甘拜下风
心照不宣	心领神会
心照不宣	心知肚明
心照不宣	心中有数
疲惫不堪	疲乏不堪
怒不可遏	大发雷霆
心知肚明	心中有数
心直口快	心口如一
心直口快	口直心快
心中无数	不知所措
心中无数	不知所以
心中有数	成竹在胸
心中有数	胸中有数
心醉情移	色授魂与
怒不可遏	怒气冲天
怨气冲天	牢骚满腹
怨声载道	有口皆碑
怨声载道	口碑载道
怨声载道	民怨沸腾
怨天恨地	怨天尤人
怨天尤人	庸人自扰
怨天尤人	杞人忧天
唉声叹气	长吁短叹
取长补短	扬长避短
怒不可遏	怒形于色
宁当玉碎	宁死不屈
挨挨挤挤	密密麻麻
泥沙俱下	鱼龙混杂
排忧解难	排难解纷
去粗取精	披沙拣金
撒手尘寰	溘然长逝
奇峰林立	奇峰罗列
塞翁失马	因祸得福
屏气凝神	收视返听
蔼然可亲	和蔼可亲
屏气凝神	聚精会神
牵萝补屋	剜肉医疮
牵萝补屋	饮鸩止渴
搜索枯肠	冥思苦想
拓落不羁	不修边幅
拓落不羁	慷慨解囊
去如黄鹤	鱼沉雁杳
去如黄鹤	江中钓月
去如黄鹤	海中捞月
三番五次	接二连三
三番五次	连续不断
唾面自干	委曲求全
欣喜若狂	载歌载舞
欣喜若狂	兴高采烈
欣欣向荣	百尺竿头
欣欣向荣	步步高升
欣欣向荣	方兴未艾
新陈代谢	推陈出新
月白风清	清风明月
新陈代谢	标奇立异
唾面自干	逆来顺受
三翻四复	三心二意
三翻四复	犹豫不决
三反四覆	依违两可
三反四覆	言而无信
三反四覆	反复无常
唾手可得	轻而易举
唾手可得	瓮中捉鳖
月里嫦娥	蟾宫仙子
新来乍到	下车伊始
蔼然可亲	平易近人
唾手可得	垂手可得
难兄难弟	一路货色
俗不可耐	鄙俗不堪
新瓶旧酒	改头换面
月匣镧前	月下花前
月下花前	春花秋月
三分鼎足	鼎足之势
爱不释手	手不释卷
挖空心思	殚精竭虑
挖空心思	千方百计
挖空心思	想方设法
挖空心思	绞尽脑汁
月盈则亏	日中则昃
挖空心思	煞费苦心
挖空心思	处心积虑
刖趾适屦	因噎废食
三缄其口	一诺千金
三缄其口	守口如瓶
三缄其口	言必有据
去如黄鹤	海底捞针
挖肉补疮	饮鸩止渴
三令五申	再三告诫
瓦釜雷鸣	小人得志
三三两两	寥寥可数
失之交臂	当面错过
三三两两	寥寥无几
失诸交臂	失之交臂
夙世冤家	前世怨仇
歪风邪气	左道旁门
歪风邪气	歪门邪道
三生有幸	福星高照
歪门邪道	旁门左道
歪七扭八	歪歪扭扭
悦目娱心	赏心悦目
跃然纸上	绘声绘色
跃然纸上	栩栩如生
跃然纸上	龙马精神
跃跃欲动	见猎心喜
跃跃欲试	捋臂将拳
跃跃欲试	蠢蠢欲动
越多越好	多多益善
三思而行	深思熟虑
薪尽火灭	快刀斩乱麻
薪尽火灭	一刀两断
三五成群	人山人海
歪歪扭扭	歪七扭八
三五成群	孑然一身
爱才如命	爱才若命
夙兴夜寐	早起晏睡
爱才如命	求贤若渴
越职代理	越俎代庖
越俎代庖	越职代理
三心二意	见异思迁
三心二意	优柔寡断
晕头转向	蒙头转向
晕头转向	昏头昏脑
夙夜匪懈	日夜加勉
三心二意	聚精会神
师出无名	兵出无名
三心二意	厌旧喜新
三心二意	一心一意
三心二意	犹豫不决
三心二意	举棋不定
三心两意	朝秦暮楚
云开见日	雨过天青
云泥之别	大同小异
云雾迷蒙	云雾弥漫
云消雾散	烟消云散
云消雾散	风流云散
三言两语	一言半语
三言两语	片言只语
狮子搏兔	泰山压卵
三战三北	不堪一击
信口雌黄	信口开河
信口雌黄	一簧两舌
信口雌黄	天花乱坠
信口雌黄	胡说八道
信口开合	信口开河
信口开河	言而无信
允文允武	文武兼备
允文允武	文武全才
信口开河	言之无信
信口开河	直言不讳
信口开河	条理不清
信口开河	信口开合
信口开河	娓娓动听
三足鼎立	鼎足之势
散兵游勇	残兵败将
爱才若命	求贤若渴
爱财如命	一毛不拔
散兵游勇	溃兵游勇
爱财若命	克勤克俭
宁当玉碎	宁为玉碎
爱财若命	爱财如命
信誓旦旦	山盟海誓
牵强附会	穿凿附会
念兹在兹	念念不忘
运筹帷幄	足智多谋
运筹帷幄	坐筹帷幄
运筹帷幄	老奸巨滑
运筹帷幄	策划
爱岗敬业	兢兢业业
去伪存真	披沙拣金
爱莫能助	心有余而力不足
怒发冲冠	怒不可遏
奇花异草	奇树异草
阒寂无声	万籁俱寂
怒发冲冠	大发雷霆
牵丝扳藤	纠缠不清
外强内弱	色厉内荏
外强内弱	外强中干
外强中干	虚有其表
外强中干	徒负虚名
牵丝攀藤	滞滞泥泥
怒发冲冠	怒气冲天
素不相识	素昧平生
外温内厚	厚貌深情
爱憎分明	泾渭分明
韫匵藏珠	养晦韬光
韫匵藏珠	闭门不出
暧昧不明	阴谋诡计
安不忘危	居安思危
奇货可居	囤积居奇
十恶不赦	恶贯满盈
十恶不赦	罪大恶极
十恶不赦	死有余辜
趣味无穷	妙趣横生
判然不同	截然有异
素昧平生	似曾相识
素昧生平	素不相识
星火燎原	燎原之火
星罗棋布	不计其数
星罗棋布	星罗云布
星罗棋布	挨挨挤挤
素昧生平	素未谋面
安步当车	缓步徐行
萍水相逢	不期而遇
萍水相逢	素昧平生
十拿九稳	轻而易举
杂乱无章	乱七八糟
杂乱无章	参差不齐
杂乱无章	手忙脚乱
十拿九稳	手到擒来
十拿九稳	万无一失
判然不同	截然不同
十全十美	精美绝伦
十全十美	完美无缺
难望项背	瞠乎其后
恼羞成怒	怒形于色
十全十美	无懈可击
女中豪杰	巾帼须眉
形单影只	孤苦伶仃
形而上学	玄学
形格势禁	时势所迫
十室九空	流离失所
十万火急	当务之急
十万火急	兵临城下
十丈软红	花花世界
亲如手足	情同骨肉
灾患丛生	祸不单行
弯弯曲曲	曲曲折折
形容尽致	淋漓尽致
形容枯槁	鸠形鹄面
酸甜苦辣	悲欢离合
剜肉补疮	挖肉补疮
剜肉补疮	饮鸩止渴
安分守己	循规蹈矩
安分守己	实事求是
石沉大海	海底捞针
纨绔子弟	花花公子
纨裤子弟	公子哥儿
算无遗策	计划精巧
石沉大海	杳无音信
石沉大海	杳无消息
石沉大海	石投大海
亲如手足	情同手足
女中丈夫	巾帼英雄
完璧归赵	物归原主
宁死不屈	百折不挠
石破天惊	平地一声雷
石破天惊	一飞冲天
疲于奔命	捉襟见肘
随波逐流	同流合污
疲于奔命	应接不暇
宁死不屈	至死不屈
贫无立锥	家徒壁立
时不我待	时不再来
时不我与	时不我待
时不再来	时不我待
贫无立锥	家徒四壁
浓妆艳抹	花枝招展
随机应变	见风使舵
随机应变	投机倒把
形销骨立	鸠形鹄面
形形色色	不拘一格
载歌载舞	喜上眉梢
载歌载舞	手舞足蹈
载歌载舞	欢欣鼓舞
安分守纪	循规蹈矩
形形色色	五花八门
形影不离	如影随行
形影相吊	孓然一身
形影相吊	形单影只
形影相随	形影不离
形影相随	出入相随
形影相随	如影随形
随机应变	相机行事
随机应变	待时而动
随机应变	投机取巧
随机应变	量体裁衣
完好无损	安然无恙
完好无损	安然无事
亲信背叛	舟中敌国
泼水难收	反水不收
奇树异草	奇花异草
泼水难收	覆水难收
再接再厉	不屈不挠
再接再厉	再接再砺
再接再励	马不停蹄
再接再砺	再接再厉
随声附和	随声趋和
随声附和	人云亦云
随声附和	步人后尘
随声附和	拾人牙慧
泼天大胆	一身是胆
秦晋之好	两姓之欢
再三告诫	三令五申
丧魂失魄	神不守舍
丧魂失魄	魂飞魄散
再生之德	再造之恩
随俗浮沉	随波逐流
随俗浮沉	与世浮沉
安家立业	成家立业
随随便便	马马虎虎
秦镜高悬	明镜高悬
安家立业	安身立命
再造之恩	二天之德
琴瑟和谐	琴瑟调和
再作冯妇	前度刘郎
丧家之犬	漏网之鱼
丧尽天良	丧心病狂
完美无缺	白璧无瑕
完美无遐	十全十美
随心所欲	得心应手
随心所欲	为所欲为
在劫难逃	在所难免
随心所欲	驾轻就熟
时过境迁	事过境迁
在所不辞	万死不辞
在所难免	在劫难逃
在他眼里	在他看来
在她眼里	在她看来
在我眼里	在我看来
兴风作浪	呼风唤雨
兴高采烈	龙腾虎跃
兴高采烈	欢欣鼓舞
兴高采烈	洋洋得意
兴高采烈	手舞足蹈
兴高采烈	眉飞色舞
兴高采烈	生龙活虎
兴高彩烈	欢欣鼓舞
时过境迁	变化无常
时过境迁	记忆犹新
兴缓筌漓	兴致勃勃
琴瑟和谐	琴瑟之好
随遇而安	入乡随俗
琴瑟和谐	鸾凤和鸣
完整无缺	完好无损
琴瑟调和	鸾凤和鸣
兴尽悲来	乐极生悲
琴瑟调和	琴瑟同谱
琴瑟同谱	鸾凤和鸣
玩火自焚	停滞不前
玩火自焚	自取灭亡
琴瑟同谱	琴瑟同谐
琴瑟同谐	鸾凤和鸣
琴瑟同谐	琴瑟和谐
琴瑟之好	鹿车共勉
赞不绝口	击节称赏
赞不绝口	拍案叫绝
赞不绝口	拍桌惊叹
岁月如梭	光阴似箭
岁月如梭	白驹过隙
玩世不恭	放荡不羁
琴瑟之好	鸾凤和鸣
泼天大胆	胆大包天
泼油救火	火上加油
兴师动众	调兵遣将
丧心病狂	丧尽天良
安家立业	安居乐业
安居乐业	丰衣足食
搔首弄姿	卖弄风骚
泥牛入海	去如黄鹤
颇负盛名	享有盛名
顽固不化	墨守陈规
浓装艳裹	浓妆艳抹
贫嘴薄舌	能说会道
兴旺发财	兴盛
迫不得已	必不得已
迫不得已	无能为力
迫不得已	出于无奈
迫不得已	万不得已
兴味索然	索然无味
时刻不忘	无时或忘
时刻不忘	念念不忘
时来运转	枯木逢春
赞叹不已	赞不绝口
赞叹不已	击节称赏
兴妖作怪	兴风作浪
时来运转	苦尽甘来
时来运转	否极泰来
兴致勃勃	兴高采烈
兴致勃勃	心花怒放
兴致索然	兴味索然
杏眼圆睁	柳眉倒竖
幸不辱命	不辱使命
迫不及待	九死一生
骚人墨客	文人雅士
迫不及待	刻不容缓
迫不及待	当务之急
迫不及待	急如星火
损人利己	苟且偷生
损人利己	自私自利
浓装艳裹	花枝招展
宁死不屈	奋不顾身
宛在目前	呼之欲出
宛在目前	栩栩如生
怒火万丈	怒发冲冠
幸灾乐祸	落井下石
幸灾乐祸	坐视不救
时时刻刻	每时每刻
朋比为奸	通同作恶
全军覆没	旗开马到
全军覆没	旗开得胜
全军尽没	全军覆没
时势所迫	形格势禁
全力以赴	一心一意
全力以赴	全心全意
全力以赴	竭尽全力
朋比为奸	狼狈为奸
缩手旁观	漠不关心
性情相近	针芥相投
缩手旁观	隔山观虎斗
缩手旁观	坐视不救
缩手缩脚	畏首畏尾
缩手缩脚	束手无策
缩头缩脑	缩手缩脚
缩头缩脑	诸多忌惮
匹夫之勇	有勇无谋
迫良为娼	逼良为娼
匹夫之勇	血气之勇
所行无忌	明火执仗
所行无忌	堂堂皇皇
所嫁非人	遇人不淑
所向披靡	攻无不克
所向披靡	百战百胜
所向披靡	所向无敌
所向无敌	所向披靡
所向无敌	当者披靡
所向无敌	百战百胜
万不得已	必不得已
前车可鉴	前车之鉴
前车之鉴	前事不忘
前车之鉴	前车可鉴
色彩斑斓	五颜六色
万古流芳	名垂青史
万古流芳	千古流芳
万古长存	万古长青
万古长青	万古长存
万籁俱寂	鸦雀无声
万籁无声	万籁俱寂
凿壁偷光	悬梁刺股
凿枘不入	格格不入
万籁无声	阗寂无声
万里无云	晴空万里
万马奔腾	万马齐喑
万马奔腾	声势浩大
万马齐喑	死气沉沉
色厉内荏	虚有其表
万念俱灰	心灰意冷
万念俱灰	意气消沉
所在多有	不一而足
色厉内荏	徒负虚名
早出晚归	披星戴月
万事大吉	高枕无忧
万事如意	诸凡顺遂
万寿无疆	长命百岁
万死不辞	在所不辞
万死一生	九死一生
万死一生	危如累卵
早起晏睡	夙兴夜寐
凶神恶煞	如狼似虎
色厉内荏	外强中干
万无一失	十拿九稳
万无一失	稳操胜券
万无一失	安若泰山
早为之所	防患未然
早为之所	未焚徙薪
内外夹攻	里应外合
色授魂与	心醉情移
万众一心	众擎易举
万众一心	集腋成裘
万众一心	众志成城
万紫千红	五彩缤纷
早作夜息	早出晚归
早作夜息	栉风沐雨
万紫千红	花团锦簇
万紫千红	姹紫嫣红
匹马单枪	单刀赴会
难史难弟	一丘之貉
勤能补拙	功在不舍
安然无事	安然无恙
勤勤俭俭	艰苦朴素
索然无味	枯燥无味
索然无味	味如鸡肋
兄弟阋墙	煮荳燃萁
兄弟阋墙	骨肉相残
兄弟阋墙	同室操戈
兄弟相残	尺布斗粟
兄弟相斗	煮豆燃箕
兄弟相斗	骨肉相残
呕心沥血	费尽心血
汹涌澎拜	风靡云涌
汹涌澎拜	如火如荼
汹涌澎湃	波澜壮阔
勤学不辍	孳孳不息
造谣生事	构词惑众
僧多粥少	粥少僧多
造诣高深	升堂入室
亡羊补牢	贼去关门
僧多粥少	口多食寡
僧多粥少	人浮于事
安然无恙	平安无事
全神贯注	聚精会神
全神贯注	全心全意
全神贯注	一心一意
胸无点墨	不识之无
胸有成算	胸有成竹
胸有成算	成竹在胸
胸有成竹	成竹在胸
胸有成竹	心心相印
胸有成竹	心照不宣
胸有成竹	大刀阔斧
胸有定见	成竹在胸
胸有定见	胸有成竹
王侯将相	达官贵人
安如盘石	坚如盘石
胸中无数	心中无数
胸中无数	惊皇失措
胸中无数	不知所措
胸中有数	胸有定见
胸中有数	成竹在胸
全始全终	有头有尾
王孙公子	贵族子弟
能说会道	伶牙俐齿
全始全终	首尾一贯
全始全终	持之以恒
杀鸡骇猴	杀一儆百
杀鸡取卵	不留余地
安如盘石	安如泰山
安如磐石	安如泰山
杀鸡取卵	竭泽而渔
安如泰山	牢不可破
琐屑较量	斤斤计较
责无旁贷	义无反顾
责无旁贷	当仁不让
责无旁贷	义不容辞
网罗密布	天罗地网
实事求是	系风捕影
实事求是	适可而止
实事求是	量力而行
贼胆心虚	作贼心虚
贼喊捉贼	监守自盗
贼去关门	亡羊补牢
勤学不辍	孜孜不倦
呕心沥血	诚心诚意
安若泰山	稳操胜券
颦眉促额	愁眉不展
雄心勃勃	雄心万丈
雄心勃勃	野心勃勃
雄心万丈	雄心壮志
雄心万丈	雄心勃勃
雄心壮志	壮志凌云
雄心壮志	鸿鹄之志
颦眉促额	闷闷不乐
寝食不安	食不甘味
枉费心机	费尽心机
前度刘郎	重作冯妇
雄姿英才	金戈铁马
熊心豹胆	铁胆铜心
呕心沥血	全心全意
枉用心机	吃力不讨好
休戚相关	风雨同舟
休戚相关	息息相关
休戚与共	同甘共苦
休戚与共	休戚相关
难史难弟	全无分别
杀人如麻	草菅人命
杀身成仁	廉洁奉公
杀身成仁	公而忘私
杀身成仁	舍生取义
恼羞成怒	大发雷霆
杀身成仁	舍身取义
杀身成仁	成仁取义
踏踏实实	捕风捉影
休养生息	安居乐业
休养生息	养精蓄锐
踏踏实实	安分守己
杀身成仁	大公无私
杀身致命	赴汤蹈火
杀身致命	出生入死
呕心沥血	煞费苦心
杀一儆百	杀一警百
杀一儆百	杀鸡骇猴
杀一警百	杀一儆百
迫在眉睫	迫不及待
拾人涕唾	人云亦云
往来如织	户限为穿
南征北战	奋不顾身
往来如织	门庭若市
拾人涕唾	鹦鹉学舌
抬头挺胸	得意洋洋
抬遗补阕	拾遗补缺
太阿倒持	反客为主
太阿倒持	喧宾夺主
太阿倒持	反宾为主
乍寒乍热	忽冷忽热
拾人涕唾	袭人故智
拾人牙慧	步人后尘
拾人牙慧	吠形吠声
拾人牙慧	鹦鹉学舌
拾人牙慧	人云亦云
全无分别	一丘之貉
拾遗补缺	抬遗补阕
食不甘味	寝食不安
食不果腹	饥肠辘辘
食古不化	顽固不化
食古不化	一成不变
食古不化	墨守成规
全无所闻	一无所知
沁人肺腑	沁人心脾
全心全意	一心一意
全心全意	真心实意
太平盖世	安居乐业
宅心仁厚	老实巴交
太平盛世	天下太平
太平盛世	太平盖世
太平时世	清平世界
全心全意	鞠躬尽瘁
食言而肥	反复不定
食言而肥	三反四覆
食言而肥	言而无信
食玉炊桂	米珠薪贵
全心全意	赤胆忠心
沾花惹草	招蜂引蝶
全心全意	竭尽全力
态度冷静	平心定气
态度冷静	平心静气
沾沾自喜	趾高气扬
沾沾自喜	洋洋得意
态度严肃	正襟危坐
沁人心脾	沁人肺腑
青出于蓝	后起之秀
妄自菲薄	不可一世
妄自菲薄	得意忘形
妄自菲薄	自高自大
瞻前顾后	顾后瞻前
瞻前顾后	左顾右盼
妄自尊大	不可一世
妄自尊大	唯我独尊
妄自尊大	目空四海
妄作胡为	胡作非为
青出于蓝	后来居上
斩草除根	养虎遗患
斩草除根	放龙入海
迫在眉睫	燃眉之急
斩钉截铁	毅然决然
